label,text
ham,Hãy cho tôi biết nếu bạn cần giúp đỡ với kiểm thử.
spam,Khẩn cấp! Tài khoản của bạn cần được xác minh. Trả lời email này.
spam,Bạn đã được chọn cho một ưu đãi đặc biệt. Hành động nhanh lên!
ham,Bạn có thể gọi cho tôi khi bạn về đến nhà không?
ham,Đừng quên lớp học của chúng ta vào ngày mai.
ham,Cảm ơn vì đã giúp tôi với bản báo cáo.
ham,Can you call me when you finish the meeting?
ham,"Hello, are we still meeting tomorrow?"
spam,Khẩn cấp! Tài khoản của bạn cần được xác minh. Gọi ngay!
ham,bữa tối sẽ bắt đầu lúc chiều nay.
spam,một Bitcoin MIỄN PHÍ đang chờ bạn. Nhấn vào đây ngay!
ham,Hãy cho tôi biết nếu bạn cần giúp đỡ với kiểm thử.
spam,Kiếm tiền nhanh chóng! Kiếm 5000 đô la một tuần từ việc làm ở nhà.
ham,Tôi sẽ đi nghỉ mát vào lúc 2 giờ chiều.
spam,Get 80% off on all products! Reply to this email.
spam,Bạn đã được chọn cho một ưu đãi đặc biệt. Gọi ngay!
ham,Can you call me when you get to the office?
spam,Giảm giá 75% cho tất cả sản phẩm! Hành động nhanh lên!
ham,The group meeting will begin next week.
ham,Vui lòng gửi cho tôi bản nháp thiết kế trước thứ Hai.
spam,Chúc mừng! Bạn đã trúng một phần thưởng miễn phí. Trả lời email này.
ham,Tôi sẽ bị ốm vào lát nữa.
spam,Bạn đã được chọn cho một ưu đãi đặc biệt. Nhận ngay tại đây!
spam,một chiếc ô tô mới tinh MIỄN PHÍ đang chờ bạn. Hành động nhanh lên!
ham,Thanks for helping me with testing.
spam,TRÚNG một chiếc ô tô mới tinh ngay! Nhận phần thưởng miễn phí của bạn hôm nay!
spam,Nhân đôi thu nhập! Học cách kiếm 1000 đô la dễ dàng. Gọi ngay!
ham,Tôi sẽ đang họp vào lúc 8 giờ sáng.
ham,Tôi sẽ bị ốm vào lát nữa.
ham,Vui lòng gửi cho tôi mã nguồn trước thứ Hai.
ham,"Chào bạn, chúng ta vẫn gặp nhau vào lát nữa chứ?"
spam,You have been selected for a special offer. Don't miss out!
spam,Bạn đã được chọn cho một ưu đãi đặc biệt. Hành động nhanh lên!
ham,Hãy lên lịch cho một bữa tối vào lúc 2 giờ chiều.
ham,Tôi sẽ vắng mặt vào lát nữa.
ham,"Chào bạn, chúng ta vẫn gặp nhau vào chiều nay chứ?"
spam,Ưu đãi có thời hạn! Nhận một kỳ nghỉ dưỡng sang trọng miễn phí! Nhấn vào đây ngay!
spam,Kiếm tiền nhanh chóng! Kiếm 10000 đô la một tuần từ việc làm ở nhà.
ham,The lunch will begin tonight.
ham,Tôi sẽ đi nghỉ mát vào tối nay.
spam,Khẩn cấp! Tài khoản của bạn cần được xác minh. Đừng bỏ lỡ!
ham,Tôi sẽ vắng mặt vào vào thứ Hai.
ham,Hãy lên lịch cho một buổi họp nhóm vào chiều nay.
spam,WIN a brand new car now! Claim your free reward today!
spam,Bạn đã được chọn cho một ưu đãi đặc biệt. Hành động nhanh lên!
spam,Bạn đã được chọn cho một ưu đãi đặc biệt. Nhận ngay tại đây!
spam,Urgent! Your account needs verification. Call now!
spam,Khẩn cấp! Tài khoản của bạn cần được xác minh. Hành động nhanh lên!
spam,500 đô la của bạn đã sẵn sàng để giao. Click vào liên kết này.
ham,The call will begin later today.
spam,Giảm giá 30% cho tất cả sản phẩm! Click vào liên kết này.
spam,một kỳ nghỉ dưỡng sang trọng của bạn đã sẵn sàng để giao. Nhấn vào đây ngay!
ham,Did you review the report yet?
ham,Bạn đã xem lại bản nháp thiết kế chưa?
spam,Nhân đôi thu nhập! Học cách kiếm 500 đô la dễ dàng. Đừng bỏ lỡ!
ham,Don't forget our class later today.
ham,Vui lòng gửi cho tôi bài tập trước cuối tuần.
ham,Let's schedule a interview for next week.
ham,"Hello, are we still meeting next Friday?"
ham,Bạn đã xem lại đề xuất dự án chưa?
ham,Hãy cho tôi biết nếu bạn cần giúp đỡ với ngân sách.
ham,Thanks for helping me with the budget.
spam,Khẩn cấp! Tài khoản của bạn cần được xác minh. Gọi ngay!
spam,Khẩn cấp! Tài khoản của bạn cần được xác minh. Nhấn vào đây ngay!
spam,FREE a gift card waiting for you. Act fast!
spam,phiếu mua hàng trị giá 2000 đô la MIỄN PHÍ đang chờ bạn. Đừng bỏ lỡ!
spam,WIN a free prize now! Claim your free reward today!
spam,Urgent! Your account needs verification. Claim it here!
spam,Bạn đã được chọn cho một ưu đãi đặc biệt. Gọi ngay!
spam,một thẻ quà tặng MIỄN PHÍ đang chờ bạn. Truy cập trang web của chúng tôi.
ham,Let's schedule a lunch for next Friday.
ham,Đừng quên bữa trưa của chúng ta vào tuần sau.
ham,Vui lòng gửi cho tôi hóa đơn trước thứ Hai.
ham,Hãy lên lịch cho một cuộc gọi vào ngày mai.
spam,Khẩn cấp! Tài khoản của bạn cần được xác minh. Click vào liên kết này.
ham,Hãy lên lịch cho một cuộc gọi vào lát nữa.
spam,Chúc mừng! Bạn đã trúng một chiếc iPhone mới. Nhấn vào đây ngay!
ham,Please send me the design draft before Thursday.
spam,Chúc mừng! Bạn đã trúng phiếu mua hàng trị giá 2000 đô la. Hành động nhanh lên!
ham,lớp học sẽ bắt đầu lúc vào thứ Hai.
ham,Let me know if you need help with the budget.
ham,Can you call me when you get to the office?
spam,Chúc mừng! Bạn đã trúng một phần thưởng miễn phí. Nhấn vào đây ngay!
spam,Congratulations! You have won $2000 shopping voucher. Click here now!
spam,Double your income! Learn how to make $10000 easily. Click here now!
spam,WIN $2000 shopping voucher now! Claim your free reward today!
ham,"Chào bạn, chúng ta vẫn gặp nhau vào chiều nay chứ?"
ham,Bạn có thể gọi cho tôi khi bạn họp xong không?
spam,Make money fast! Earn $10000 a week from home.
ham,Let me know if you need help with the assignment.
spam,TRÚNG một phần thưởng miễn phí ngay! Nhận phần thưởng miễn phí của bạn hôm nay!
spam,Ưu đãi có thời hạn! Nhận 500 đô la miễn phí! Truy cập trang web của chúng tôi.
spam,Congratulations! You have won a Bitcoin. Don't miss out!
ham,Tôi sẽ làm việc ở nhà vào vào thứ Hai.
spam,Kiếm tiền nhanh chóng! Kiếm 5000 đô la một tuần từ việc làm ở nhà.
spam,Ưu đãi có thời hạn! Nhận 1000 đô la tiền mặt miễn phí! Nhấn vào đây ngay!
ham,Hãy cho tôi biết nếu bạn cần giúp đỡ với việc triển khai.
ham,Please send me the financial statement before tomorrow.
spam,Khẩn cấp! Tài khoản của bạn cần được xác minh. Truy cập trang web của chúng tôi.
ham,Hãy cho tôi biết nếu bạn cần giúp đỡ với viết code.
ham,Hãy lên lịch cho một buổi phỏng vấn vào lúc 2 giờ chiều.
ham,Bạn đã xem lại đề xuất dự án chưa?
ham,Đừng quên buổi họp nhóm của chúng ta vào vào thứ Hai.
spam,Urgent! Your account needs verification. Claim it here!
spam,Nhân đôi thu nhập! Học cách kiếm 1000 đô la dễ dàng. Trả lời email này.
spam,một Bitcoin của bạn đã sẵn sàng để giao. Gọi ngay!
spam,1000 đô la tiền mặt của bạn đã sẵn sàng để giao. Gọi ngay!
spam,Giảm giá 75% cho tất cả sản phẩm! Hành động nhanh lên!
ham,Please send me the financial statement before Monday.
ham,Hãy cho tôi biết nếu bạn cần giúp đỡ với ngân sách.
spam,một chiếc iPhone mới của bạn đã sẵn sàng để giao. Truy cập trang web của chúng tôi.
spam,Limited time offer! Get a brand new car for free! Don't miss out!
ham,Tôi sẽ vắng mặt vào lát nữa.
ham,Đừng quên lớp học của chúng ta vào lát nữa.
ham,bữa trưa sẽ bắt đầu lúc lát nữa.
spam,Get 50% off on all products! Call now!
spam,Chúc mừng! Bạn đã trúng một thẻ quà tặng. Nhấn vào đây ngay!
spam,Khẩn cấp! Tài khoản của bạn cần được xác minh. Nhận ngay tại đây!
ham,Please send me the meeting notes before Wednesday.
spam,Urgent! Your account needs verification. Visit our website.
ham,I will be out of office this weekend.
ham,Tôi sẽ đang họp vào lúc 2 giờ chiều.
ham,"Chào bạn, chúng ta vẫn gặp nhau vào lúc 8 giờ sáng chứ?"
ham,Please send me the code before the end of the week.
ham,Vui lòng gửi cho tôi đề xuất dự án trước cuối tuần.
ham,Can you call me when you finish lunch?
ham,Bạn đã xem lại mã nguồn chưa?
ham,Cảm ơn vì đã giúp tôi với viết code.
ham,Bạn có thể gọi cho tôi khi bạn có thời gian không?
ham,Cảm ơn vì đã giúp tôi với ngân sách.
spam,Double your income! Learn how to make $1000 easily. Click here now!
ham,Let me know if you need help with testing.
spam,một Bitcoin MIỄN PHÍ đang chờ bạn. Trả lời email này.
spam,Khẩn cấp! Tài khoản của bạn cần được xác minh. Nhận ngay tại đây!
ham,buổi họp nhóm sẽ bắt đầu lúc lúc 2 giờ chiều.
ham,Hãy lên lịch cho một bữa tối vào chiều nay.
ham,Please send me the presentation before Tuesday.
spam,FREE a Bitcoin waiting for you. Don't miss out!
ham,"Chào bạn, chúng ta vẫn gặp nhau vào ngày mai chứ?"
ham,Hãy cho tôi biết nếu bạn cần giúp đỡ với bản báo cáo.
ham,Vui lòng gửi cho tôi đề xuất dự án trước thứ Sáu.
spam,Giảm giá 99% cho tất cả sản phẩm! Đừng bỏ lỡ!
spam,Chúc mừng! Bạn đã trúng một Bitcoin. Đừng bỏ lỡ!
ham,Vui lòng gửi cho tôi báo cáo tài chính trước thứ Năm.
ham,Bạn đã xem lại bản thuyết trình chưa?
spam,Giảm giá 30% cho tất cả sản phẩm! Nhấn vào đây ngay!
spam,một chiếc laptop miễn phí của bạn đã sẵn sàng để giao. Nhận ngay tại đây!
ham,Did you review the report yet?
ham,bữa trưa sẽ bắt đầu lúc cuối tuần này.
spam,một Bitcoin của bạn đã sẵn sàng để giao. Nhấn vào đây ngay!
spam,Double your income! Learn how to make $500 easily. Reply to this email.
ham,Let me know if you need help with your project.
ham,Let's schedule a appointment for this weekend.
ham,Tôi sẽ làm việc ở nhà vào cuối tuần này.
spam,Chúc mừng! Bạn đã trúng phiếu mua hàng trị giá 2000 đô la. Đừng bỏ lỡ!
spam,Khẩn cấp! Tài khoản của bạn cần được xác minh. Hành động nhanh lên!
ham,Bạn đã xem lại báo cáo chưa?
spam,TRÚNG một chiếc iPhone mới ngay! Nhận phần thưởng miễn phí của bạn hôm nay!
ham,bữa trưa sẽ bắt đầu lúc tuần sau.
ham,Cảm ơn vì đã giúp tôi với bài thuyết trình.
ham,Can you call me when you wake up?
ham,Bạn có thể gọi cho tôi khi bạn thức dậy không?
ham,I will be in a meeting this afternoon.
ham,"Hello, are we still meeting next week?"
spam,Urgent! Your account needs verification. Call now!
spam,Congratulations! You have won a free laptop. Claim it here!
spam,Ưu đãi có thời hạn! Nhận một chiếc iPhone mới miễn phí! Đừng bỏ lỡ!
ham,Bạn đã xem lại mã nguồn chưa?
ham,hài vllll các anh em ạ
ham,Hãy lên lịch cho một cuộc họp vào thứ Sáu tới.
ham,Hãy lên lịch cho một buổi phỏng vấn vào lúc 8 giờ sáng.
spam,Make money fast! Earn $5000 a week from home.
spam,Giảm giá 30% cho tất cả sản phẩm! Truy cập trang web của chúng tôi.
spam,Giảm giá 75% cho tất cả sản phẩm! Hành động nhanh lên!
ham,"Chào bạn, chúng ta vẫn gặp nhau vào cuối tuần này chứ?"
ham,"Chào bạn, chúng ta vẫn gặp nhau vào lúc 8 giờ sáng chứ?"
spam,một chiếc laptop miễn phí MIỄN PHÍ đang chờ bạn. Trả lời email này.
spam,Bạn đã được chọn cho một ưu đãi đặc biệt. Gọi ngay!
ham,Bạn có thể gọi cho tôi khi bạn về đến nhà không?
ham,Đừng quên cuộc gọi của chúng ta vào tuần sau.
spam,Bạn đã được chọn cho một ưu đãi đặc biệt. Click vào liên kết này.
ham,"Hello, are we still meeting at 8 AM?"
spam,Bạn đã được chọn cho một ưu đãi đặc biệt. Gọi ngay!
spam,Bạn đã được chọn cho một ưu đãi đặc biệt. Truy cập trang web của chúng tôi.
spam,Limited time offer! Get $1000 cash for free! Reply to this email.
spam,một thẻ quà tặng của bạn đã sẵn sàng để giao. Gọi ngay!
ham,cuộc gọi sẽ bắt đầu lúc lát nữa.
spam,một phần thưởng miễn phí MIỄN PHÍ đang chờ bạn. Truy cập trang web của chúng tôi.
ham,Vui lòng gửi cho tôi báo cáo trước thứ Năm.
spam,Congratulations! You have won a luxury vacation. Click here now!
spam,Bạn đã được chọn cho một ưu đãi đặc biệt. Nhấn vào đây ngay!
ham,Hãy cho tôi biết nếu bạn cần giúp đỡ với viết code.
spam,TRÚNG một phần thưởng miễn phí ngay! Nhận phần thưởng miễn phí của bạn hôm nay!
ham,Can you call me when you are free?
spam,FREE a Bitcoin waiting for you. Act fast!
ham,Bạn đã xem lại báo cáo chưa?
ham,Hãy lên lịch cho một lớp học vào lúc 8 giờ sáng.
spam,500 đô la MIỄN PHÍ đang chờ bạn. Trả lời email này.
spam,1000 đô la tiền mặt của bạn đã sẵn sàng để giao. Nhận ngay tại đây!
spam,Chúc mừng! Bạn đã trúng một Bitcoin. Truy cập trang web của chúng tôi.
ham,"Chào bạn, chúng ta vẫn gặp nhau vào thứ Sáu tới chứ?"
spam,Double your income! Learn how to make $1000 easily. Click here now!
ham,Did you review the project proposal yet?
spam,1000 đô la tiền mặt của bạn đã sẵn sàng để giao. Nhấn vào đây ngay!
spam,Ưu đãi có thời hạn! Nhận một chiếc ô tô mới tinh miễn phí! Trả lời email này.
ham,Vui lòng gửi cho tôi bản nháp thiết kế trước ngày mai.
ham,Tôi sẽ rảnh vào lúc 2 giờ chiều.
spam,You have been selected for a special offer. Act fast!
spam,Get 90% off on all products! Don't miss out!
ham,Đừng quên lịch hẹn của chúng ta vào thứ Sáu tới.
spam,Congratulations! You have won a new iPhone. Claim it here!
spam,Khẩn cấp! Tài khoản của bạn cần được xác minh. Trả lời email này.
ham,Did you review the code yet?
spam,Nhân đôi thu nhập! Học cách kiếm 10000 đô la dễ dàng. Trả lời email này.
ham,The conference will begin this afternoon.
spam,TRÚNG một chiếc laptop miễn phí ngay! Nhận phần thưởng miễn phí của bạn hôm nay!
ham,Let me know if you need help with the deployment.
spam,một Bitcoin MIỄN PHÍ đang chờ bạn. Truy cập trang web của chúng tôi.
ham,Can you call me when you arrive home?
spam,500 đô la MIỄN PHÍ đang chờ bạn. Đừng bỏ lỡ!
spam,Congratulations! You have won $1000 cash. Visit our website.
ham,Cảm ơn vì đã giúp tôi với ngân sách.
ham,Hãy lên lịch cho một bữa tối vào vào thứ Hai.
ham,I will be working from home later today.
ham,Bạn có thể gọi cho tôi khi bạn họp xong không?
spam,You have been selected for a special offer. Claim it here!
spam,500 đô la của bạn đã sẵn sàng để giao. Click vào liên kết này.
ham,Vui lòng gửi cho tôi bản thuyết trình trước thứ Sáu.
spam,Kiếm tiền nhanh chóng! Kiếm 10000 đô la một tuần từ việc làm ở nhà.
spam,Ưu đãi có thời hạn! Nhận 500 đô la miễn phí! Đừng bỏ lỡ!
spam,Bạn đã được chọn cho một ưu đãi đặc biệt. Nhấn vào đây ngay!
ham,Đừng quên buổi họp nhóm của chúng ta vào vào thứ Hai.
spam,Ưu đãi có thời hạn! Nhận 500 đô la miễn phí! Trả lời email này.
ham,Bạn có thể gọi cho tôi khi bạn thức dậy không?
ham,Vui lòng gửi cho tôi báo cáo tài chính trước thứ Ba.
ham,Cảm ơn vì đã giúp tôi với viết code.
ham,Hãy lên lịch cho một lớp học vào lát nữa.
ham,Hãy cho tôi biết nếu bạn cần giúp đỡ với ngân sách.
ham,Can you call me when you get to the office?
ham,"Chào bạn, chúng ta vẫn gặp nhau vào cuối tuần này chứ?"
ham,Thanks for helping me with the budget.
spam,Khẩn cấp! Tài khoản của bạn cần được xác minh. Truy cập trang web của chúng tôi.
ham,Bạn đã xem lại hóa đơn chưa?
spam,Your $1000 cash is ready to be shipped. Claim it here!
ham,Cảm ơn vì đã giúp tôi với bài thuyết trình.
ham,Let's schedule a group meeting for this weekend.
spam,500 đô la MIỄN PHÍ đang chờ bạn. Click vào liên kết này.
ham,"Chào bạn, chúng ta vẫn gặp nhau vào thứ Sáu tới chứ?"
spam,Bạn đã được chọn cho một ưu đãi đặc biệt. Truy cập trang web của chúng tôi.
ham,lịch hẹn sẽ bắt đầu lúc lúc 8 giờ sáng.
spam,TRÚNG một chiếc ô tô mới tinh ngay! Nhận phần thưởng miễn phí của bạn hôm nay!
spam,Congratulations! You have won a new iPhone. Claim it here!
ham,Đừng quên buổi phỏng vấn của chúng ta vào vào thứ Hai.
ham,Bạn có thể gọi cho tôi khi bạn về đến nhà không?
spam,Giảm giá 75% cho tất cả sản phẩm! Đừng bỏ lỡ!
ham,"Hello, are we still meeting next week?"
spam,Khẩn cấp! Tài khoản của bạn cần được xác minh. Gọi ngay!
ham,Vui lòng gửi cho tôi báo cáo trước ngày mai.
ham,Thanks for helping me with the budget.
spam,Ưu đãi có thời hạn! Nhận 1000 đô la tiền mặt miễn phí! Truy cập trang web của chúng tôi.
spam,Ưu đãi có thời hạn! Nhận một chiếc laptop miễn phí miễn phí! Nhấn vào đây ngay!
spam,500 đô la của bạn đã sẵn sàng để giao. Đừng bỏ lỡ!
ham,Thanks for helping me with testing.
spam,FREE $500 waiting for you. Act fast!
ham,The group meeting will begin at 8 AM.
spam,Your a free prize is ready to be shipped. Reply to this email.
spam,Double your income! Learn how to make $1000 easily. Act fast!
ham,"Chào bạn, chúng ta vẫn gặp nhau vào tuần sau chứ?"
ham,Cảm ơn vì đã giúp tôi với viết code.
ham,đfgfgdfgdg
ham,dxvfffdbdf
ham,2324325435365363y37
ham,Hãy lên lịch cho một cuộc họp vào thứ Sáu tới.
ham,Hãy lên lịch cho một buổi phỏng vấn vào lúc 8 giờ sáng.
spam,Make money fast! Earn $5000 a week from home.
spam,Giảm giá 30% cho tất cả sản phẩm! Truy cập trang web của chúng tôi.
spam,Giảm giá 75% cho tất cả sản phẩm! Hành động nhanh lên!
ham,"Chào bạn, chúng ta vẫn gặp nhau vào cuối tuần này chứ?"
ham,"Chào bạn, chúng ta vẫn gặp nhau vào lúc 8 giờ sáng chứ?"
spam,một chiếc laptop miễn phí MIỄN PHÍ đang chờ bạn. Trả lời email này.
spam,Bạn đã được chọn cho một ưu đãi đặc biệt. Gọi ngay!
ham,Bạn có thể gọi cho tôi khi bạn về đến nhà không?
ham,Đừng quên cuộc gọi của chúng ta vào tuần sau.
spam,Bạn đã được chọn cho một ưu đãi đặc biệt. Click vào liên kết này.
ham,"Hello, are we still meeting at 8 AM?"
spam,Bạn đã được chọn cho một ưu đãi đặc biệt. Gọi ngay!
spam,Bạn đã được chọn cho một ưu đãi đặc biệt. Truy cập trang web của chúng tôi.
spam,Limited time offer! Get $1000 cash for free! Reply to this email.
spam,một thẻ quà tặng của bạn đã sẵn sàng để giao. Gọi ngay!
ham,cuộc gọi sẽ bắt đầu lúc lát nữa.
spam,một phần thưởng miễn phí MIỄN PHÍ đang chờ bạn. Truy cập trang web của chúng tôi.
ham,Vui lòng gửi cho tôi báo cáo trước thứ Năm.
spam,Congratulations! You have won a luxury vacation. Click here now!
spam,Bạn đã được chọn cho một ưu đãi đặc biệt. Nhấn vào đây ngay!
ham,Hãy cho tôi biết nếu bạn cần giúp đỡ với viết code.
spam,TRÚNG một phần thưởng miễn phí ngay! Nhận phần thưởng miễn phí của bạn hôm nay!
ham,Can you call me when you are free?
spam,FREE a Bitcoin waiting for you. Act fast!
ham,Bạn đã xem lại báo cáo chưa?
ham,Hãy lên lịch cho một lớp học vào lúc 8 giờ sáng.
spam,500 đô la MIỄN PHÍ đang chờ bạn. Trả lời email này.
spam,1000 đô la tiền mặt của bạn đã sẵn sàng để giao. Nhận ngay tại đây!
spam,Chúc mừng! Bạn đã trúng một Bitcoin. Truy cập trang web của chúng tôi.
ham,"Chào bạn, chúng ta vẫn gặp nhau vào thứ Sáu tới chứ?"
spam,Double your income! Learn how to make $1000 easily. Click here now!
ham,Did you review the project proposal yet?
spam,1000 đô la tiền mặt của bạn đã sẵn sàng để giao. Nhấn vào đây ngay!
spam,Ưu đãi có thời hạn! Nhận một chiếc ô tô mới tinh miễn phí! Trả lời email này.
ham,Vui lòng gửi cho tôi bản nháp thiết kế trước ngày mai.
ham,Tôi sẽ rảnh vào lúc 2 giờ chiều.
spam,You have been selected for a special offer. Act fast!
spam,Get 90% off on all products! Don't miss out!
ham,Đừng quên lịch hẹn của chúng ta vào thứ Sáu tới.
spam,Congratulations! You have won a new iPhone. Claim it here!
spam,Khẩn cấp! Tài khoản của bạn cần được xác minh. Trả lời email này.
ham,Did you review the code yet?
spam,Nhân đôi thu nhập! Học cách kiếm 10000 đô la dễ dàng. Trả lời email này.
ham,The conference will begin this afternoon.
spam,TRÚNG một chiếc laptop miễn phí ngay! Nhận phần thưởng miễn phí của bạn hôm nay!
ham,Let me know if you need help with the deployment.
spam,một Bitcoin MIỄN PHÍ đang chờ bạn. Truy cập trang web của chúng tôi.
ham,Can you call me when you arrive home?
spam,500 đô la MIỄN PHÍ đang chờ bạn. Đừng bỏ lỡ!
spam,Congratulations! You have won $1000 cash. Visit our website.
ham,Cảm ơn vì đã giúp tôi với ngân sách.
ham,Hãy lên lịch cho một bữa tối vào vào thứ Hai.
ham,I will be working from home later today.
ham,Bạn có thể gọi cho tôi khi bạn họp xong không?
spam,You have been selected for a special offer. Claim it here!
spam,500 đô la của bạn đã sẵn sàng để giao. Click vào liên kết này.
ham,Vui lòng gửi cho tôi bản thuyết trình trước thứ Sáu.
spam,Kiếm tiền nhanh chóng! Kiếm 10000 đô la một tuần từ việc làm ở nhà.
spam,Ưu đãi có thời hạn! Nhận 500 đô la miễn phí! Đừng bỏ lỡ!
spam,Bạn đã được chọn cho một ưu đãi đặc biệt. Nhấn vào đây ngay!
ham,Đừng quên buổi họp nhóm của chúng ta vào vào thứ Hai.
spam,Ưu đãi có thời hạn! Nhận 500 đô la miễn phí! Trả lời email này.
ham,Bạn có thể gọi cho tôi khi bạn thức dậy không?
ham,Vui lòng gửi cho tôi báo cáo tài chính trước thứ Ba.
ham,Cảm ơn vì đã giúp tôi với viết code.
ham,Hãy lên lịch cho một lớp học vào lát nữa.
ham,Hãy cho tôi biết nếu bạn cần giúp đỡ với ngân sách.
ham,Can you call me when you get to the office?
ham,"Chào bạn, chúng ta vẫn gặp nhau vào cuối tuần này chứ?"
ham,Thanks for helping me with the budget.
spam,Khẩn cấp! Tài khoản của bạn cần được xác minh. Truy cập trang web của chúng tôi.
ham,Bạn đã xem lại hóa đơn chưa?
spam,Your $1000 cash is ready to be shipped. Claim it here!
ham,Cảm ơn vì đã giúp tôi với bài thuyết trình.
ham,Let's schedule a group meeting for this weekend.
spam,500 đô la MIỄN PHÍ đang chờ bạn. Click vào liên kết này.
ham,"Chào bạn, chúng ta vẫn gặp nhau vào thứ Sáu tới chứ?"
spam,Bạn đã được chọn cho một ưu đãi đặc biệt. Truy cập trang web của chúng tôi.
ham,lịch hẹn sẽ bắt đầu lúc lúc 8 giờ sáng.
spam,TRÚNG một chiếc ô tô mới tinh ngay! Nhận phần thưởng miễn phí của bạn hôm nay!
spam,Congratulations! You have won a new iPhone. Claim it here!
ham,Đừng quên buổi phỏng vấn của chúng ta vào vào thứ Hai.
ham,Bạn có thể gọi cho tôi khi bạn về đến nhà không?
spam,Giảm giá 75% cho tất cả sản phẩm! Đừng bỏ lỡ!
ham,"Hello, are we still meeting next week?"
spam,Khẩn cấp! Tài khoản của bạn cần được xác minh. Gọi ngay!
ham,Vui lòng gửi cho tôi báo cáo trước ngày mai.
ham,Thanks for helping me with the budget.
spam,Ưu đãi có thời hạn! Nhận 1000 đô la tiền mặt miễn phí! Truy cập trang web của chúng tôi.
spam,Ưu đãi có thời hạn! Nhận một chiếc laptop miễn phí miễn phí! Nhấn vào đây ngay!
spam,500 đô la của bạn đã sẵn sàng để giao. Đừng bỏ lỡ!
ham,Thanks for helping me with testing.
spam,FREE $500 waiting for you. Act fast!
ham,The group meeting will begin at 8 AM.
spam,Your a free prize is ready to be shipped. Reply to this email.
spam,Double your income! Learn how to make $1000 easily. Act fast!
ham,"Chào bạn, chúng ta vẫn gặp nhau vào tuần sau chứ?"
ham,Cảm ơn vì đã giúp tôi với viết code.
spam,"Chúc mừng bạn đã trúng thưởng một phần quà miễn phí, hãy nhấn vào liên kết để nhận ngay."
spam,"Bạn đã được chọn nhận voucher miễn phí, xác nhận thông tin ngay hôm nay."
spam,"Cơ hội nhận quà hấp dẫn chỉ còn hôm nay, bấm vào đường dẫn để nhận thưởng."
spam,"Tài khoản của bạn đã nhận được phần thưởng đặc biệt, hãy xác nhận để nhận quà."
spam,"Khuyến mãi cực lớn, nhận quà miễn phí ngay hôm nay."
spam,"Chúc mừng bạn đã trúng giải thưởng, vui lòng cung cấp thông tin để nhận tiền."
spam,Bạn là khách hàng may mắn được nhận phần quà đặc biệt miễn phí.
spam,Nhận ngay ưu đãi đặc biệt bằng cách nhấn vào liên kết này.
spam,"Giải thưởng đang chờ bạn, xác nhận tài khoản để nhận quà."
spam,"Cơ hội trúng thưởng hấp dẫn, đăng ký ngay để nhận phần quà."
ham,Chiều mai lớp mình học lúc hai giờ nhé.
ham,Bạn gửi cho mình tài liệu bài tập hôm qua được không.
ham,Ngày mai chúng ta gặp nhau ở thư viện nhé.
ham,Thầy vừa thông báo tuần sau lớp sẽ kiểm tra.
ham,Mình đã gửi tài liệu qua email cho bạn rồi.
ham,Bạn nhớ nộp bài tập trước thứ sáu nhé.
ham,Cuộc họp nhóm sẽ bắt đầu vào sáng mai.
ham,Chiều nay bạn có đi học không.
ham,Mình sẽ đến trường vào khoảng tám giờ sáng.
ham,Bạn kiểm tra giúp mình file báo cáo vừa gửi nhé.
spam,TRÚNG một chiếc laptop miễn phí ngay! Nhận phần thưởng miễn phí của bạn hôm nay!
ham,Tôi sẽ bị ốm vào vào thứ Hai.
ham,"Hello, are we still meeting later today?"
spam,Bạn đã được chọn cho một ưu đãi đặc biệt. Click vào liên kết này.
ham,Can you call me when you wake up?
ham,Don't forget our group meeting later today.
spam,Chúc mừng! Bạn đã trúng 500 đô la. Đừng bỏ lỡ!
spam,Limited time offer! Get $500 for free! Visit our website.
ham,Did you review the design draft yet?
spam,WIN a free prize now! Claim your free reward today!
spam,Your $500 is ready to be shipped. Don't miss out!
ham,Bạn đã xem lại bản nháp thiết kế chưa?
ham,Đừng quên lịch hẹn của chúng ta vào lúc 2 giờ chiều.
spam,500 đô la của bạn đã sẵn sàng để giao. Nhấn vào đây ngay!
ham,Let me know if you need help with testing.
ham,Did you review the report yet?
ham,Bạn có thể gọi cho tôi khi bạn về đến nhà không?
spam,Your a brand new car is ready to be shipped. Click this link.
spam,Nhân đôi thu nhập! Học cách kiếm 500 đô la dễ dàng. Nhấn vào đây ngay!
ham,Did you review the meeting notes yet?
ham,I will be busy at 2 PM.
spam,Ưu đãi có thời hạn! Nhận một chiếc iPhone mới miễn phí! Click vào liên kết này.
spam,Chúc mừng! Bạn đã trúng phiếu mua hàng trị giá 2000 đô la. Nhận ngay tại đây!
spam,Kiếm tiền nhanh chóng! Kiếm 50000 đô la một tuần từ việc làm ở nhà.
ham,The group meeting will begin this afternoon.
ham,Don't forget our conference this weekend.
ham,Please send me the meeting notes before Friday.
spam,Chúc mừng! Bạn đã trúng một kỳ nghỉ dưỡng sang trọng. Truy cập trang web của chúng tôi.
ham,Hãy cho tôi biết nếu bạn cần giúp đỡ với ngân sách.
ham,Hãy cho tôi biết nếu bạn cần giúp đỡ với bản báo cáo.
ham,Bạn đã xem lại mã nguồn chưa?
ham,Don't forget our meeting next week.
spam,Bạn đã được chọn cho một ưu đãi đặc biệt. Đừng bỏ lỡ!
